,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112
0,7.5,11.0,12.0,2.8938269608846303,1.8314838093146268,2.1746812538109186,10.261857386467167,7.5,11.0,12.0,2.799947720045364,1.8146471842517229,2.171624403555096,9.868147642249829,8.0,9.5,11.0,11.870131611289654,8.22096678736777,8.710745093542538,35.96934246504222,7.5,9.5,11.0,5.611003378684986,2.091391513170097,2.147997903068247,14.848660718763385,7.5,10.0,11.0,1.0531469963373916,0.7266583920685876,0.9228797625604465,4.822074649174562,7.5,8.5,9.5,0.8727006102950063,0.8018591268121897,1.1224996072863633,8.837818112214531,9.5,12.0,13.5,2.9433638422689,2.4835218566342165,0.6360613793340245,11.804895904539755,8.5,9.5,12.0,0.36467066648855767,0.43176901037399135,1.3429468949948387,3.6444419340894796,7.5,11.0,12.5,1.3201918807598132,5.166898699947678,3.5978091059640014,12.45585635028728,7.5,8.5,10.0,1.2858036483256572,1.2488735741709913,1.4793951498327265,15.8333871275843,9.5,12.0,13.5,1.4733337273839884,1.3066770851810223,0.2714191541130852,5.452469873672522,7.5,9.0,10.5,0.5355861349516485,0.6740993097288187,0.6576345302162987,4.545956971139662,7.5,9.5,11.5,1.9041244248793479,1.257240754585243,1.9733630137017735,9.681554237104606,7.5,11.0,12.5,0.8844952622804207,4.32816317420555,2.003708344634113,9.083072924080485,7.5,11.0,12.0,1.191486724664565,3.6741177027421967,2.1485436363630135,10.88427681747054,7.5,11.0,12.0,1.6312253895864948,4.9102063295333735,3.7582430260827806,16.43115541952048,1
1,9.5,12.0,0.0,2.4732728927955403,1.7262241890265575,0.0,8.45802633010601,9.5,11.5,0.0,2.3337660438566954,1.7649342438628786,0.0,7.7632474132153515,8.5,10.0,12.0,6.055219043771757,9.794633795909476,4.939570558492397,32.08202395141131,8.5,9.5,11.5,3.217721381324077,3.426617797375111,2.738249197260271,12.47607040834874,9.5,11.0,12.0,1.0850662845199808,0.6889558674237779,0.8750139204285279,3.943063689001255,8.0,10.0,11.0,0.7655857402318735,1.240221038961281,1.4586834565688214,8.416135323603587,9.5,12.0,13.5,4.066969038765425,3.4023914783410634,0.3061510278916762,12.611882667670189,8.0,10.5,12.0,0.389506231700278,0.7656254373007885,1.1035865543870567,3.7902246237797987,7.5,11.0,0.0,0.501622931910783,3.6412232772727458,0.0,9.344605739314332,7.5,10.0,11.0,0.34062447088665254,2.427280754853499,2.005409251537017,9.749948764315807,9.5,12.0,0.0,1.8813529410060865,1.4456834559711846,0.0,5.416698041049531,7.5,9.5,10.5,0.30395287999705933,0.9480147382969308,0.9879936539291944,3.873447217340881,7.5,9.5,12.5,0.5191034829596242,2.2153576936182033,3.945790271866348,11.222413088538385,7.5,10.0,11.0,0.23121697622604306,1.1660530767706148,1.8540625751332762,5.619117512745212,7.5,9.5,11.0,0.4516450867305323,1.668769911746444,1.7923840774007114,7.304273775719758,7.5,9.5,11.5,0.7005285073758669,2.674954141900062,3.5926852972024044,11.935991929397762,1
2,7.5,10.0,11.5,1.919185871344147,1.6164822329051478,2.7672681443968714,9.594591450246257,7.5,10.0,11.5,1.7594603875086547,1.3502281978354325,3.160247051953765,9.08924984278507,8.0,11.0,12.5,48.20061628254701,16.89343772327229,21.34353416128853,128.93260272955973,7.5,10.0,11.5,2.560415343235131,2.5499277981344135,3.4492600730983227,13.847060603993684,7.5,10.0,11.5,0.7090452286005615,0.6002779972570259,1.920956763338305,4.765074737230652,8.0,10.0,12.0,0.9365175658954839,2.1198971539113147,3.062647705863763,8.673505151387765,8.0,10.0,11.5,2.8757908301917703,2.59274065549168,3.136094027821513,13.967252823853606,7.5,8.5,9.5,0.221037365982898,0.42032875541411896,0.6084760773400523,4.661782441432338,7.5,10.0,12.0,0.41395262178716336,1.5016661725434648,8.468326023332207,12.451179675441722,8.0,10.0,12.0,0.7636335507032094,2.7640910733682427,8.152621895655697,15.11314520677283,8.0,10.0,11.0,1.1644756977775104,1.4003934747095654,1.4043721079369613,6.778036519683188,9.0,10.0,11.0,0.544941980918535,0.722258177768809,1.3087433496508698,6.300025387037787,7.5,9.0,11.0,0.825420146548896,1.3475448314738436,2.0817615164460403,11.271202630715832,7.0,8.5,10.0,0.2176316870235842,0.37358391116710593,1.49736249841082,11.389340098576229,7.0,8.5,10.0,0.2773662563178407,0.7256074862315275,1.7037487233932957,16.123904089942346,7.0,8.5,10.0,0.3156709019408921,0.9110244116745957,1.8546878259618276,24.41336272217812,1
3,8.0,10.0,11.0,2.9969117019760128,0.9394683205920925,1.2163577101460321,9.152589415176678,8.0,10.0,12.5,2.986957299683645,0.7566031311640058,1.4761627469960585,8.747855032078999,7.5,9.5,12.0,11.896896803688286,29.169004872758507,30.549429538681398,110.12322207653881,8.0,9.5,11.5,5.309041213980095,2.1128657612896693,1.6691839157127681,14.058551934097046,8.0,11.5,0.0,1.2922434998433288,1.5755169080179545,0.0,4.978214744821558,8.5,11.5,0.0,0.9717937409341324,2.5303168340605806,0.0,8.8270904143293,8.0,9.0,10.0,2.7228884045314925,2.323285910208324,2.188361735733269,12.931596646953903,8.0,9.0,11.5,0.5153417377563653,0.5612154398163951,2.341978869281147,5.24786774920003,8.0,10.0,12.0,1.214350426894364,1.600103047775192,8.524008188812612,16.57811287258662,8.0,10.0,12.0,1.4017947343995787,2.2938222453463717,9.803697277243886,20.70888005214515,8.0,9.0,10.0,1.0951597617914537,0.9410806299553123,1.4661368781664348,5.847402291034893,8.0,10.0,12.0,0.6088527008221873,1.2209546948989132,3.437061826250516,6.684418204057982,8.0,10.0,12.0,2.083556271955186,2.060595145911985,4.123445410469607,13.316016475941092,8.0,10.0,12.0,0.5821755348679923,1.9500395923665295,7.297301029670391,12.725111193987416,7.5,8.5,10.0,0.7274361881176086,1.0395434498265401,3.211270757869781,16.491077154966224,7.5,8.5,10.0,1.22615292589996,1.5902667296017579,4.026611942130106,26.702534698117763,1
4,8.0,9.5,12.0,1.393033170081334,2.5440306460590594,2.1190563654125922,8.9463659384972,8.0,9.5,12.0,1.24385345430159,2.5388505542792394,1.7798124462572915,8.221862436431143,8.0,9.5,11.0,24.30845352938352,9.329452429114136,5.730876385218717,57.19834100989137,9.5,12.0,0.0,3.967548408650328,2.325615731592015,0.0,11.60139317419236,9.5,12.0,0.0,1.2309890516967956,0.9071693229580007,0.0,3.9717142538169217,9.5,12.5,0.0,1.2019757698337532,2.694668452698939,0.0,7.558041321270699,7.5,9.5,12.0,1.403443160789855,3.219714980550326,2.15373749026544,11.524232541158911,9.0,12.5,0.0,0.753029604452321,1.9010381782371024,0.0,4.542046059562164,8.0,10.0,12.0,1.7396388734888881,1.0904061672086942,4.2036871357985,9.809882981774289,9.5,12.0,0.0,1.8797659854965758,5.602021914748317,0.0,12.645558428356246,7.5,9.5,12.0,0.6924635184169223,1.387125567302661,1.0032158765311612,5.3654146862144545,8.5,12.0,0.0,0.7691110663872356,1.5446469951911324,0.0,4.449450685638794,8.0,10.0,12.0,2.694372370833747,1.3047987093309412,3.2611675646829354,8.809881003815525,8.0,9.5,12.0,0.9202915585737619,0.6459834516642097,3.1000094248637184,7.650747704435917,8.5,12.0,0.0,1.245363525142303,4.417297475134051,0.0,10.522685168095618,8.0,12.0,0.0,1.727206607184342,7.8232145640258235,0.0,16.246967078300948,1
5,10.0,11.5,0.0,27.16002875322845,12.828980260181169,0.0,49.844869886406954,10.0,11.5,12.5,32.7640506543176,13.168983230086644,4.490038754284983,58.07958935129328,8.5,10.0,11.5,4.033293790819926,17.740256590876648,11.971556362896639,35.81534182739577,10.0,11.5,0.0,47.63786483962842,24.346218606982962,0.0,98.24404205344948,10.0,11.5,0.0,23.741163174055288,10.031495575348556,0.0,48.47313137546111,8.5,10.0,11.5,1.1008771415555683,2.5845703298699454,3.474735468427022,7.984000213480803,10.0,11.5,0.0,44.59359134182576,33.33383977342367,0.0,115.21220195107783,9.0,10.0,12.0,3.668225597176515,5.03351455006445,2.7679202586547,15.996841736644914,9.0,12.5,0.0,27.72834559268521,4.430994436312519,0.0,62.35813316753577,10.5,12.0,0.0,55.06125898671528,27.268229123189183,0.0,124.10437853380272,9.0,10.5,11.5,14.760468945773349,40.558062837298934,35.53057580254286,132.34301461931864,10.5,0.0,0.0,83.21278045285726,0.0,0.0,177.73147403044885,7.5,10.0,0.0,2.2042155539247412,78.38504914432124,0.0,141.39763931201944,10.5,0.0,0.0,79.2398059079233,0.0,0.0,180.86905056388113,10.5,12.5,0.0,59.542871443599665,12.026689239542774,0.0,128.99643729189444,10.0,12.5,0.0,68.14469610427747,12.735254274197292,0.0,141.00912649261093,1
6,10.5,0.0,0.0,29.18685039977681,0.0,0.0,52.2479321681467,10.5,0.0,0.0,31.377761496642826,0.0,0.0,58.53617624033639,10.5,0.0,0.0,19.894506646703,0.0,0.0,38.97838974286384,10.5,0.0,0.0,52.570153908747685,0.0,0.0,100.65840697646982,8.5,10.5,0.0,3.2034255325028966,30.439806719208757,0.0,54.53292545754276,8.0,10.5,12.0,1.0045289786998381,5.934014936346825,1.474827337093563,9.712282331756654,10.5,0.0,0.0,61.2708245660148,0.0,0.0,128.40377678354625,8.5,10.5,0.0,1.0313646542769006,10.831349115515511,0.0,19.721765347906796,7.5,10.0,0.0,3.17864006104809,34.058264632503615,0.0,73.75229947129401,10.0,11.5,13.0,26.516495016236114,56.51153433639007,12.74416301489299,107.15587032980926,11.0,0.0,0.0,85.91972033046676,0.0,0.0,149.50532487739397,11.0,0.0,0.0,164.1419157740829,0.0,0.0,240.17022445372262,8.5,10.5,0.0,6.508531938458015,102.48109780903533,0.0,146.95802218531142,7.5,10.0,11.5,3.382500341784629,67.86184734778615,80.62094192265623,196.14824053688815,7.5,11.5,0.0,1.5992173405305803,86.90655898938675,0.0,150.84997510622725,10.5,0.0,0.0,84.00409281696733,0.0,0.0,148.54938790312397,1
7,8.0,11.0,0.0,2.661770066184305,18.936804538479635,0.0,34.47260455452397,8.0,11.0,0.0,1.9540457707334127,18.62591412211164,0.0,34.28078401566619,8.0,10.0,11.0,3.7484469218276515,10.06785871150014,9.668109288191687,27.904952286721574,8.0,11.0,0.0,6.202634845667132,26.2161112732525,0.0,57.27714173395852,8.0,10.5,0.0,3.5373415269630426,13.787846245507874,0.0,31.90889859240241,8.0,10.5,0.0,1.4918111263423999,2.458862847039815,0.0,7.538920920906912,8.0,11.0,0.0,9.004016290186293,32.260631394130655,0.0,85.11749285713869,8.0,10.5,13.0,1.2681670147864303,3.8586496919195907,0.1945723945111054,10.939394048921688,7.5,10.5,13.0,3.73841503298405,27.14924566929407,2.6191469524646074,56.89221917407152,7.5,11.0,13.0,5.136450304954637,64.13680814803443,12.126325581524677,134.37088003958962,8.0,10.0,11.0,6.506945082942823,32.6654006756509,39.32847667059771,145.8705394025647,8.0,11.0,12.0,5.615528563193347,133.74779879336768,44.64334630401184,218.02581561016922,7.5,11.0,0.0,2.808124347476202,103.07929939520008,0.0,134.06298843576621,7.5,11.0,0.0,4.450596601331798,140.52988820225082,0.0,226.9837460611864,7.5,11.0,12.0,3.7647126710793715,112.5511766202425,55.39732397761302,172.76052982403425,7.5,11.0,12.0,4.176197961127638,121.46229915003588,36.179333507525385,162.28605048775734,1
8,10.0,11.5,0.0,37.29144420951455,12.974694346138453,0.0,67.51954530713599,10.0,11.5,0.0,38.27993228164706,11.55355854108241,0.0,71.7647782563078,10.0,0.0,0.0,22.29267885294664,0.0,0.0,53.651006324815945,10.0,11.5,0.0,56.36760660392254,19.54083717146211,0.0,111.33444747123936,10.0,12.0,0.0,28.22247518650614,3.8972828825510257,0.0,44.17571725641796,11.0,0.0,0.0,7.576012445179886,0.0,0.0,17.98208614415073,10.0,11.0,0.0,47.76815024021086,22.954193022534533,0.0,118.4859795298549,10.0,12.0,0.0,7.245436953423436,1.395527330887083,0.0,12.645860944628366,10.0,12.5,0.0,41.01518630674253,4.914156200608729,0.0,84.01658449226156,8.0,10.0,11.5,6.44990643864034,85.24218342040747,43.91417113874097,229.48104803426213,10.0,11.5,0.0,56.25412598064863,60.42882165234422,0.0,222.89810615324328,8.0,10.5,0.0,4.29111013884233,110.96363890059665,0.0,230.66346588556553,8.0,10.0,0.0,2.810735565083842,100.37031311902994,0.0,199.26468631297342,8.0,10.0,11.5,6.172997688989876,124.17456218170874,51.015156409641506,230.70062035131915,7.5,10.0,11.5,2.992050815961499,67.62732165093044,64.96024944205101,173.46658714640174,7.5,10.5,0.0,2.922444427135801,64.22401679646677,0.0,168.22641614703517,1
9,8.0,9.0,10.5,4.953491538806726,8.202583087447538,34.47522874829523,54.273271182448724,8.0,9.0,10.5,6.1154301095968675,8.668551256673883,32.794832268600416,54.06613812466567,8.0,9.0,10.5,5.4596775304331215,6.421914349968668,26.947641800040202,45.18101995213405,8.0,9.0,10.5,15.008518696781474,12.100492104156112,53.066460634967996,92.66825996210376,8.0,9.0,10.5,4.307896643936052,7.138058265427382,16.817054148970904,42.13465572593492,8.0,10.5,0.0,2.74731133117169,7.2807431758856,0.0,14.77377752951831,8.0,9.0,10.5,16.09689142200432,15.748059195048123,75.18818561365077,128.80731772036367,7.5,9.0,11.5,1.4781005665844398,1.9776580742295586,6.119185497274819,14.216491959014908,8.5,10.5,0.0,11.249336840797698,37.748922176546166,0.0,71.49943820209123,8.0,10.5,0.0,11.381269179275696,111.81293379510313,0.0,176.86968498375907,8.0,10.5,0.0,16.573608172275005,109.9004850377795,0.0,242.7193779834975,8.0,9.0,11.0,12.013441508928745,5.684707879964267,170.19878687798726,273.291626622834,9.0,10.5,0.0,22.57153420279929,105.05382242175476,0.0,151.96967882069697,8.5,10.5,0.0,15.964569284236777,144.72657424757176,0.0,223.11945042142943,8.5,10.5,0.0,8.187753199145428,96.59952804559776,0.0,170.63561995132875,8.5,10.5,0.0,6.3129810053938815,90.71587522150885,0.0,149.1787807623913,1
